query_id,symptom_text,predicted_diseases,predicted_symptoms,recommended,relevant,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr
eval_0012,My headache is so bad I'm seeing zigzag lines and I've thrown up twice. I can't function.,"[{""name"": ""migraine"", ""confidence"": 1.0}]","[{""name"": ""headache"", ""confidence"": 0.9740410493112629}, {""name"": ""visual_disturbances"", ""confidence"": 1.0}, {""name"": ""vomiting"", ""confidence"": 0.03949036148641878}]",zomig-zmt|zomig|zomig nasal spray|rizatriptan|tizanidine|fioricet|axert|sansert|wellbutrin|klonopin|imitrex nasal|fiorinal with codeine|alsuma|bupap|phrenilin|acetaminophen / butalbital / caffeine|fioricet with codeine|maxalt|prodrin|excedrin sinus headache,propranolol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0008,I get frequent headaches and often feel down and depressed.,"[{""name"": ""migraine"", ""confidence"": 1.0}]","[{""name"": ""depression"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 0.8067821073040862}]",fioricet|calan|bupap|prodrin|axert|phrenilin|wellbutrin|aspirin / butalbital / caffeine / codeine|sansert|esgic|excedrin sinus headache|klonopin|zecuity|aspirin / caffeine / salicylamide|acetaminophen / butalbital / caffeine|amrix|alsuma|zanaflex|acetaminophen / butalbital / caffeine / codeine|acetaminophen / butalbital,gabapentin|propranolol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0005,"I have a runny nose, cough, and I'm always tired. Allergies or just a cold?","[{""name"": ""allergy"", ""confidence"": 0.99}, {""name"": ""common_cold"", ""confidence"": 1.0}]","[{""name"": ""cough"", ""confidence"": 0.8090259020933156}, {""name"": ""fatigue"", ""confidence"": 0.9981736204346114}, {""name"": ""runny_nose"", ""confidence"": 1.0}]",cetirizine|tetracaine|fexofenadine|levocetirizine|allegra|zyrtec|chlorpheniramine|chlor-trimeton|dexchlorpheniramine|clarinex|loratadine|carbinoxamine|claritin|xyzal|desloratadine|olopatadine|allergy dn pe|epinephrine|azelastine|drixoral cold / flu,promethazine|cyproheptadine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0027,Stiffness in my hips and knees makes it hard to walk after resting. Should I see a doctor?,"[{""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""movement_stiffness"", ""confidence"": 0.8667624087608665}, {""name"": ""painful_walking"", ""confidence"": 0.008258667421495839}]",ansaid|bextra|lorcet 10 / 650|prednicot|limbrel 500|orudis kt|lortab|zylet|ibu|absorbine jr.|norco|relafen|vicodin|probenecid and colchicine|lodine|acetaminophen / propoxyphene|tolectin ds|valdecoxib|s-adenosylmethionine|voltaren gel,diclofenac|naproxen|triamcinolone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0007,"Lately, I've been having headaches, pain when urinating, and I'm easily annoyed. Could these be connected?","[{""name"": ""migraine"", ""confidence"": 0.98}]","[{""name"": ""headache"", ""confidence"": 0.9527310741984026}, {""name"": ""visual_disturbances"", ""confidence"": 0.38011150117253745}]",urispas|elavil|venlafaxine|axert|amrix|klonopin|sansert|phrenilin|alsuma|esgic|fioricet|lyrica|ascomp with codeine|memantine|aspirin / butalbital / caffeine / codeine|prodrin|naprelan|naratriptan|calan|fiorinal with codeine,propranolol|clonidine|amitriptyline|elavil,0.2,0.25,1.0,0.260925,0.1,0.25,1.0,0.260925,0.05,0.25,1.0,0.260925,0.5
eval_0034,I have pain in my stomach and my knees are swollen. I'm not sure if these issues are related or separate.,"[{""name"": ""arthritis"", ""confidence"": 0.67}]","[{""name"": ""abdominal_pain"", ""confidence"": 0.43408448771429514}, {""name"": ""swelling_joints"", ""confidence"": 0.8612214518673681}]",pancreatin|cellcept|sulfazine|mekinist|lotemax|loteprednol|sodium hyaluronate|azathioprine|duexis|golimumab|simponi|lorcet 10 / 650|ansaid|triamterene|imuran|diclofenac|disalcid|esomeprazole / naproxen|orudis kt|famotidine / ibuprofen,prednisone|methylprednisolone|triamcinolone|adalimumab|humira|infliximab|remicade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0036,My joints are stiff and I have a weird rash that itches. Could these be connected?,"[{""name"": ""arthritis"", ""confidence"": 1.0}, {""name"": ""psoriasis"", ""confidence"": 0.4}]","[{""name"": ""itching"", ""confidence"": 1.0}, {""name"": ""joint_pain"", ""confidence"": 0.03059652023261833}, {""name"": ""movement_stiffness"", ""confidence"": 0.7418497563564299}, {""name"": ""skin_rash"", ""confidence"": 0.9375158821966251}]",otezla|apremilast|stelara|etanercept|enbrel|methotrexate|cosentyx|adalimumab|remicade|kenalog-10|humira|otrexup|ustekinumab|amevive|secukinumab|topicort lp|alefacept|scytera|navane|prolixin,doxycycline|prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0037,I woke up with a stiff neck and now my back is also hurting. Could they be connected?,"[{""name"": ""arthritis"", ""confidence"": 0.46}, {""name"": ""cervical_spondylosis"", ""confidence"": 0.97}]","[{""name"": ""neck_pain"", ""confidence"": 1.0}, {""name"": ""stiff_neck"", ""confidence"": 0.8805633836363593}]",lioresal|baclofen|dysport|myobloc|abobotulinumtoxina|incobotulinumtoxina|xeomin|botulinum toxin type b|botox|onabotulinumtoxina|bextra|lorcet 10 / 650|naproxen|naprosyn|disalcid|norco|ansaid|lodine|limbrel 500|ibuprofen,diclofenac|onabotulinumtoxina|botox,0.0,0.0,0.0,0.0,0.2,0.666667,1.0,0.224291,0.1,0.666667,1.0,0.224291,0.111111
eval_0023,My moods are all over the place and my muscles feel weak. Could it be related to high blood pressure or thyroid issues?,"[{""name"": ""hypertension"", ""confidence"": 0.01}, {""name"": ""hyperthyroidism"", ""confidence"": 1.0}]","[{""name"": ""mood_swings"", ""confidence"": 1.0}, {""name"": ""muscle_weakness"", ""confidence"": 1.0}]",propylthiouracil|sodium iodide-i-131|pima|hypercare|drysol|xerac ac|tapazole|potassium iodide|benztropine|aluminum chloride hexahydrate|glycopyrronium|methimazole|iodine / potassium iodide|terazosin|oxybutynin|amitriptyline|hytrin|clonidine|catapres|gabapentin,thyroid desiccated|armour thyroid|levothyroxine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0039,"I've had a cough and congestion for days, and now I'm finding it hard to catch my breath sometimes.","[{""name"": ""bronchial_asthma"", ""confidence"": 1.0}, {""name"": ""common_cold"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""congestion"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 1.0}]",cedax|decadron|ceftibuten|biaxin|omnicef|epinephrine|vantin|ciclesonide|beclomethasone|flunisolide|montelukast|singulair|deltasone|sudafed congestion|zithromax|aerobid|clarithromycin|theo-24|pulmicort respules|azithromycin,prednisone|methylprednisolone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0029,I've been coughing up phlegm and feel tired all the time. Could this be asthma?,"[{""name"": ""bronchial_asthma"", ""confidence"": 1.0}]","[{""name"": ""cough"", ""confidence"": 0.6611587076285541}, {""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""mucoid_sputum"", ""confidence"": 1.0}, {""name"": ""phlegm"", ""confidence"": 0.9311820638133785}]",ceftibuten|cedax|decadron|epinephrine|biaxin|singulair|omnicef|montelukast|flunisolide|aerobid|theo-24|asthmanefrin|beclomethasone|pulmicort respules|ciclesonide|zafirlukast|duoneb|formoterol|alupent|tiotropium,prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0033,"My daughter has a couple of blisters and red sores on her hands. They don't itch, but I'm keeping an eye on them.","[{""name"": ""impetigo"", ""confidence"": 0.94}]","[{""name"": ""blister"", ""confidence"": 1.0}, {""name"": ""red_sore_around_nose"", ""confidence"": 0.5148600599946715}]","ammoniated mercury|sulconazole|ozenoxacin|mupirocin|lanolin|menthol / zinc oxide|retapamulin|vusion|grifulvin v|altabax|cefadroxil|crotamiton|vitamins a, d, and e|silver|duoplant|rea lo 40|triple paste|elimite|zinc oxide|luxiq",cefuroxime|mupirocin|retapamulin,0.2,0.333333,1.0,0.202107,0.2,0.666667,1.0,0.358534,0.1,0.666667,1.0,0.358534,0.25
eval_0041,"I always feel like I need to pee, my urine smells odd, and I have itching down there. What's going on?","[{""name"": ""urinary_tract_infection"", ""confidence"": 1.0}]","[{""name"": ""continuous_feel_of_urine"", ""confidence"": 0.9835338052359116}, {""name"": ""foul_smell_of urine"", ""confidence"": 1.0}, {""name"": ""itching"", ""confidence"": 1.0}]",eflornithine|acidophilus|uristat|doripenem|itraconazole|diflucan|vaniqa|mupirocin|cubicin|goldenseal|bactroban|risperdal m-tab|phenazopyridine|ascorbic acid|cytra-k|azo-standard|flomax|tamsulosin|doribax|cranberry,doxycycline|azithromycin|sulfamethoxazole / trimethoprim|bactrim|fluconazole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0018,My friend gets these awful headaches where she sees flashing lights before the pain starts.,"[{""name"": ""migraine"", ""confidence"": 1.0}]","[{""name"": ""headache"", ""confidence"": 0.760199989389204}, {""name"": ""visual_disturbances"", ""confidence"": 1.0}]",zecuity|wellbutrin|fioricet|excedrin sinus headache|prodrin|sansert|axert|esgic|phrenilin|amrix|bupap|esgic-plus|flexeril|alsuma|calan|imitrex nasal|klonopin|excedrin pm|riboflavin|dong quai,gabapentin|propranolol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0045,"I get pain in my upper belly, especially after eating, along with acid reflux and indigestion.","[{""name"": ""gerd"", ""confidence"": 1.0}, {""name"": ""peptic_ulcer_diseae"", ""confidence"": 1.0}]","[{""name"": ""abdominal_pain"", ""confidence"": 0.8131433131744776}, {""name"": ""acidity"", ""confidence"": 1.0}, {""name"": ""indigestion"", ""confidence"": 1.0}]",zantac|ranitidine|carafate|sucralfate|librax|axid|uceris|rabeprazole|collagenase|pepcid|salofalk|misoprostol|protonix|kapidex|nexium|entyvio|esomeprazole|sincalide|canasa|calcium carbonate,rabeprazole|esomeprazole|lansoprazole,0.0,0.0,0.0,0.0,0.1,0.333333,1.0,0.148041,0.1,0.666667,1.0,0.26058,0.125
eval_0047,I noticed some red sores around my son's nose that have turned into yellow crusts. What could this be?,"[{""name"": ""impetigo"", ""confidence"": 1.0}]","[{""name"": ""red_sore_around_nose"", ""confidence"": 1.0}, {""name"": ""yellow_crust_ooze"", ""confidence"": 1.0}]",mupirocin|ammoniated mercury|ozenoxacin|sulconazole|retapamulin|altabax|cefadroxil|cefuroxime|polytrim|moxeza|blephamide|rosula|finacea|oracea|valtrex|ornex|zymar|silver|soolantra|rosac,mupirocin|retapamulin,0.4,1.0,1.0,0.850345,0.2,1.0,1.0,0.850345,0.1,1.0,1.0,0.850345,1.0
eval_0049,"Sometimes after eating, I feel a tightness in my chest and find it hard to breathe. Is this normal?","[{""name"": ""others"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""chest_pain"", ""confidence"": 1.0}]",sterile talc|entresto|tarceva|pemetrexed|bidil|iressa|necitumumab|niravam|alimta|porfimer|gilotrif|gefitinib|zelboraf|mekinist|xalkori|crizotinib|corlanor|afatinib|maprotiline|ceritinib,aciphex|dexlansoprazole|rabeprazole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0054,"I usually have asthma, but now with this cold, I'm coughing more and feel more breathless than usual.","[{""name"": ""bronchial_asthma"", ""confidence"": 1.0}, {""name"": ""common_cold"", ""confidence"": 0.86}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""congestion"", ""confidence"": 0.11601767744180329}, {""name"": ""cough"", ""confidence"": 1.0}]",ceftibuten|cedax|biaxin|decadron|omnicef|montelukast|epinephrine|vantin|beclomethasone|ciclesonide|singulair|flunisolide|deltasone|clarithromycin|aerobid|zithromax|theo-24|pulmicort respules|airduo respiclick|duoneb,prednisone|methylprednisolone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0053,"I have a cold with congestion and cough, but now I'm struggling to breathe and my chest hurts. It's getting worse.","[{""name"": ""bronchial_asthma"", ""confidence"": 0.95}, {""name"": ""common_cold"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 0.9563113395658812}, {""name"": ""chest_pain"", ""confidence"": 0.9947042950848263}, {""name"": ""congestion"", ""confidence"": 0.9866302484398521}, {""name"": ""cough"", ""confidence"": 1.0}]",ceftibuten|biaxin|cedax|decadron|omnicef|epinephrine|alahist lq|e.e.s.-400|nasacort aq|rhinocort|actifed|palgic|robitussin cold cough and flu|zicam extreme congestion relief|vantin|sudafed congestion|sitavig|vanatab dx|multaq|rezira,prednisone|methylprednisolone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0058,"Lately, I've been getting chills and a persistent headache. Should I be worried?","[{""name"": ""malaria"", ""confidence"": 1.0}]","[{""name"": ""chills"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 1.0}]",coartem|artemether / lumefantrine|stavzor|mefloquine|daraprim|chloroquine|halofantrine|fansidar|halfan|malarone|lariam|pyrimethamine / sulfadoxine|atovaquone / proguanil|tafenoquine|thorazine|hydroxychloroquine|pyrimethamine|haloperidol|haldol|atovaquone,doxycycline|clindamycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0030,"My friend has these sneezing fits and a persistent cough, and she's always tired. I wonder if it's allergies or something else.","[{""name"": ""allergy"", ""confidence"": 1.0}]","[{""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 0.3692813577984285}, {""name"": ""fatigue"", ""confidence"": 1.0}]",xolair|omalizumab|aristocort|tetracaine|allegra|fexofenadine|afrin|epinephrine|allergy dn pe|ranitidine|cetirizine|chlorpheniramine|palgic|clarinex|afrin sinus|levocetirizine|afrin original|rezira|actifed|dexchlorpheniramine,prednisone|promethazine|cyproheptadine|methylprednisolone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0051,"I'm breathless even when resting, and my chest feels tight. I don't know what to do.","[{""name"": ""bronchial_asthma"", ""confidence"": 0.47}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""chest_pain"", ""confidence"": 0.9694901706213485}]",ceftibuten|biaxin|omnicef|cedax|decadron|ephedrine|epinephrine|vantin|rocephin|singulair|montelukast|beclomethasone|aerobid|flunisolide|ciclesonide|intal|biaxin xl|deltasone|airduo respiclick|accolate,prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0050,"My dad has asthma, and I've been feeling breathless after mild activity. Should I be concerned?","[{""name"": ""bronchial_asthma"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""family_history"", ""confidence"": 0.992904717488776}]",duoneb|asthmanefrin|perforomist|theophylline|combivent|accolate|maxair|flovent|theo-24|intal|isoproterenol|arnuity ellipta|aristocort|tiotropium|uniphyl|spiriva|proventil|brovana|proair hfa|zafirlukast,prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0055,"I'm so tired all the time, and my vision gets blurry sometimes. Also, I've been moody and irritable.","[{""name"": ""diabetes"", ""confidence"": 0.6}, {""name"": ""migraine"", ""confidence"": 0.15}]","[{""name"": ""blurred_and_distorted_vision"", ""confidence"": 0.854868491069307}, {""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""irritability"", ""confidence"": 0.4623857091789864}]",lyrica|neurontin|glucose|urea|iluvien|aflibercept|lipofen|glucophage|fortamet|ranibizumab|zecuity|vasopressin|sansert|tricor|lovaza|desmopressin|humalog mix 75 / 25|fioricet|riboflavin|cabergoline,gabapentin|amitriptyline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0059,"I can't catch my breath, my heart is racing, and I have sharp chest pain when I breathe in.","[{""name"": ""pneumonia"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 0.8605542355857062}, {""name"": ""chest_pain"", ""confidence"": 1.0}, {""name"": ""fast_heart_rate"", ""confidence"": 1.0}]",epogen|ferralet 90|neupogen|procrit|multivitamin with iron|integra f|integra|oxymetholone|lenalidomide|epoetin alfa|maxaron forte|leucovorin|filgrastim|pyrimethamine|pentamidine|atovaquone|primaquine|omnicef|biaxin|invanz,prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0057,"I can't catch my breath even when resting, and I'm always tired. My cough is getting worse.","[{""name"": ""bronchial_asthma"", ""confidence"": 0.46}, {""name"": ""tuberculosis"", ""confidence"": 0.37}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 0.7263730659002785}, {""name"": ""fatigue"", ""confidence"": 0.9691673349700557}]",tiotropium|ceftibuten|perforomist|asthmanefrin|pulmicort respules|advair hfa|albuterol / ipratropium|airduo respiclick|intal inhaler|theophylline|terbutaline|theo-24|pulmicort turbuhaler|aerobid|combivent respimat|arnuity ellipta|combivent|duoneb|intal|proair hfa,prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0042,"I wake up stiff every day, and lately, I've been sneezing constantly. Could this be related to the weather?","[{""name"": ""allergy"", ""confidence"": 0.98}, {""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""movement_stiffness"", ""confidence"": 1.0}]",aristocort|loteprednol|lotemax|acthar|deltasone|canakinumab|corticotropin|prednisolone|prednisone|triamcinolone|aspirin|naphazoline|allergy dn pe|alocril|nedocromil|pataday|xolair|epinastine|benadryl allergy sinus|neo-synephrine nasal,prednisone|triamcinolone|methylprednisolone,0.0,0.0,0.0,0.0,0.2,0.666667,1.0,0.276919,0.1,0.666667,1.0,0.276919,0.111111
eval_0070,"I have a cough that produces phlegm, and I get winded easily.","[{""name"": ""bronchial_asthma"", ""confidence"": 0.92}]","[{""name"": ""cough"", ""confidence"": 0.9303423044656093}, {""name"": ""phlegm"", ""confidence"": 0.17001069792687556}]",ceftibuten|cedax|decadron|epinephrine|beclomethasone|biaxin|singulair|omnicef|montelukast|biaxin xl|flunisolide|factive|gemifloxacin|ciclesonide|aerobid|theo-24|perforomist|combivent|arnuity ellipta|airduo respiclick,prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0068,"I have headaches, a nagging cough, and I'm always tired. Could these be connected?","[{""name"": ""others"", ""confidence"": 1.0}]","[{""name"": ""cough"", ""confidence"": 1.0}, {""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 0.9611398888760273}]","carmustine|mekinist|advil cold and sinus|ornex|bamlanivimab and etesevimab|lapatinib|etomidate|bamlanivimab / etesevimab|sine-off maximum strength|aleve-d sinus & cold|gilotrif|advil cold and sinus liqui-gels|deferiprone|naproxen / pseudoephedrine|ibuprofen / pseudoephedrine|sars-cov-2 (covid-19) ad26 vaccine, recombinant|procarbazine|acetaminophen / pseudoephedrine|sudafed pe pressure + pain|sars-cov-2 (covid-19) mrna-1273 vaccine",prednisone|diltiazem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
