mode,query_id,recommended,relevant,verified_eval_split,ranker_used,fallback_mode,ranker_model_type,ranker_family,ranker_train_source,candidate_union_size,disease,strict,symptom,bm25,dense,prior,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr,stage_hit_disease,stage_hit_strict,stage_hit_symptom,stage_hit_bm25,stage_hit_dense,stage_hit_prior,stage_hit_union
verified_learned_rerank,eval_0012,clonazepam | propranolol | gabapentin | amitriptyline | sumatriptan | diclofenac | klonopin | prednisone | rizatriptan | clonidine | lithium | treximet | lamotrigine | naproxen / sumatriptan | relpax | nortriptyline | maxalt | verapamil | elavil | eletriptan,propranolol,all,True,False,logreg,logreg,verified_742,300,179,179,300,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0008,clonazepam | klonopin | propranolol | rizatriptan | treximet | lamotrigine | gabapentin | naproxen / sumatriptan | amitriptyline | relpax | maxalt | eletriptan | acetaminophen / butalbital / caffeine | frovatriptan | sumatriptan | bupropion | aspirin / butalbital / caffeine | diclofenac | frova | maxalt-mlt,gabapentin | propranolol,all,True,False,logreg,logreg,verified_742,300,179,179,300,0,0,0,0.2,0.5,1.0,0.35195904451706733,0.2,1.0,1.0,0.5083852865246528,0.1,1.0,1.0,0.5083852865246528,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0005,promethazine | prednisone | cyproheptadine | phenergan | chlor-trimeton | epinephrine | chlorpheniramine | ranitidine | triamcinolone | tetracaine | carbinoxamine | azelastine | olopatadine | diphenhydramine | benadryl | cetirizine | fexofenadine | zyrtec | allegra | semprex-d,promethazine | cyproheptadine,all,True,False,logreg,logreg,verified_742,300,253,300,152,0,0,0,0.4,1.0,1.0,0.9197207891481876,0.2,1.0,1.0,0.9197207891481876,0.1,1.0,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0027,doxycycline | ibuprofen | naproxen | triamcinolone | flanax pain reliever | aleve | diclofenac | tramadol | naprosyn | stelara | acetaminophen / hydrocodone | enbrel | ustekinumab | etanercept | prednisone | lortab | ketoprofen | norco | indomethacin | valdecoxib,diclofenac | naproxen | triamcinolone,all,True,False,logreg,logreg,verified_742,273,273,273,273,0,0,0,0.4,0.6666666666666666,1.0,0.4007190842355906,0.3,1.0,1.0,0.5704180087613205,0.15,1.0,1.0,0.5704180087613205,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0007,amitriptyline | propranolol | clonazepam | venlafaxine | klonopin | rizatriptan | elavil | spironolactone | treximet | lamotrigine | gabapentin | naproxen / sumatriptan | clonidine | relpax | maxalt | eletriptan | acetaminophen / butalbital / caffeine | frovatriptan | sumatriptan | bupropion,propranolol | clonidine | amitriptyline | elavil,all,True,False,logreg,logreg,verified_742,300,210,300,185,0,0,0,0.4,0.5,1.0,0.6744821105691429,0.3,0.75,1.0,0.8123343814578067,0.2,1.0,1.0,0.8847480511632643,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0034,prednisone | methylprednisolone | diclofenac | cellcept | mycophenolate mofetil | hydrocortisone | betamethasone | triamcinolone | doxycycline | adalimumab | humira | infliximab | medrol dosepak | remicade | ceftriaxone | dexamethasone | tramadol | stelara | acetaminophen / hydrocodone | enbrel,prednisone | methylprednisolone | triamcinolone | adalimumab | humira | infliximab | remicade,all,True,False,logreg,logreg,verified_742,300,295,299,266,0,0,0,0.4,0.2857142857142857,1.0,0.5531464700081437,0.4,0.5714285714285714,1.0,0.6144748978294173,0.35,1.0,1.0,0.8357885879645249,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0036,doxycycline | prednisone | methotrexate | stelara | enbrel | ustekinumab | etanercept | minocycline | methylprednisolone | adalimumab | betamethasone | humira | ceftriaxone | infliximab | remicade | hydrocortisone | dexamethasone | kenalog-40 | triamcinolone | elocon,doxycycline | prednisone,all,True,False,logreg,logreg,verified_742,300,283,300,128,0,0,0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0037,lorazepam | baclofen | ativan | onabotulinumtoxina | botox | diclofenac | tramadol | stelara | enbrel | ustekinumab | doxycycline | lioresal | lortab | acetaminophen / hydrocodone | etanercept | ketoprofen | norco | prednisone | indomethacin | valdecoxib,diclofenac | onabotulinumtoxina | botox,all,True,False,logreg,logreg,verified_742,300,267,267,136,0,0,0,0.4,0.6666666666666666,1.0,0.3107378158607799,0.3,1.0,1.0,0.5138260130795436,0.15,1.0,1.0,0.5138260130795436,0.25,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0023,aluminum chloride hexahydrate | drysol | clonidine | gabapentin | amitriptyline | hypercare | catapres | xerac ac | potassium iodide | pima | tapazole | oxybutynin | hytrin | terazosin | onabotulinumtoxina | botox | benztropine | tadalafil | propranolol | sildenafil,thyroid desiccated | armour thyroid | levothyroxine,all,True,False,logreg,logreg,verified_742,300,137,81,192,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0039,doxycycline | prednisone | azithromycin | methylprednisolone | mometasone | epinephrine | ampicillin | budesonide | kenalog-40 | augmentin xr | triamcinolone | bactrim | medrol dosepak | sulfamethoxazole / trimethoprim | flunisolide | zithromax | ceftin | ceftibuten | cedax | singulair,prednisone | methylprednisolone,all,True,False,logreg,logreg,verified_742,300,290,300,180,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0029,doxycycline | prednisone | azithromycin | rocephin | aclidinium | tudorza pressair | xopenex | methylprednisolone | omalizumab | ceftriaxone | mometasone | xolair | levalbuterol | primatene mist | accolate | zafirlukast | intal inhaler | guaifenesin | epinephrine | ampicillin,prednisone,all,True,False,logreg,logreg,verified_742,300,221,221,300,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0033,cefadroxil | retapamulin | altabax | mupirocin | cefuroxime | accutane | adapalene / benzoyl peroxide | stelara | acyclovir | benzaclin | spironolactone | etanercept | prednisone | flurandrenolide | azithromycin | retin-a | rocephin | aczone | acidophilus | adalimumab,cefuroxime | mupirocin | retapamulin,all,True,False,logreg,logreg,verified_742,300,8,8,300,0,0,0,0.6,1.0,1.0,0.6797310500037657,0.3,1.0,1.0,0.6797310500037657,0.15,1.0,1.0,0.6797310500037657,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0041,doxycycline | azithromycin | rocephin | acidophilus | methenamine | ceftriaxone | zyvox | linezolid | hiprex | lactobacillus acidophilus | fluconazole | cephalexin | doripenem | gentamicin | bactrim | sulfamethoxazole / trimethoprim | minocycline | ceftin | avelox | moxifloxacin,doxycycline | azithromycin | sulfamethoxazole / trimethoprim | bactrim | fluconazole,all,True,False,logreg,logreg,verified_742,300,287,287,221,0,0,0,0.4,0.4,1.0,0.4063180457160617,0.2,0.4,1.0,0.4063180457160617,0.25,1.0,1.0,0.6954092773654924,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0018,clonazepam | klonopin | propranolol | rizatriptan | treximet | lamotrigine | gabapentin | naproxen / sumatriptan | amitriptyline | relpax | maxalt | eletriptan | acetaminophen / butalbital / caffeine | frovatriptan | sumatriptan | bupropion | aspirin / butalbital / caffeine | diclofenac | frova | maxalt-mlt,gabapentin | propranolol,all,True,False,logreg,logreg,verified_742,300,179,179,300,0,0,0,0.2,0.5,1.0,0.35195904451706733,0.2,1.0,1.0,0.5083852865246528,0.1,1.0,1.0,0.5083852865246528,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0045,rabeprazole | omeprazole / sodium bicarbonate | ranitidine | lansoprazole | zantac | esomeprazole | protonix | nexium | sucralfate | cimetidine | omeprazole | diclofenac | pantoprazole | prednisone | carafate | clonidine | pepcid | chlordiazepoxide / clidinium | librax | aciphex,rabeprazole | esomeprazole | lansoprazole,all,True,False,logreg,logreg,verified_742,300,109,109,273,0,0,0,0.4,0.6666666666666666,1.0,0.6713860725233042,0.3,1.0,1.0,0.8385465274895064,0.15,1.0,1.0,0.8385465274895064,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0047,cefadroxil | retapamulin | altabax | mupirocin | cefuroxime | ozenoxacin | ammoniated mercury | sulconazole,mupirocin | retapamulin,all,True,False,logreg,logreg,verified_742,8,8,8,8,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0049,aciphex | rabeprazole | calcium carbonate / simethicone | prevacid | axid ar | nexium 24hr | prilosec otc | omeprazole / sodium bicarbonate | aluminum hydroxide / magnesium hydroxide / simethicone | nizatidine | pepcid ac chewable tablets | protonix iv | mylanta | zegerid | dexlansoprazole | lansoprazole | esomeprazole | dexilant | protonix | nexium,aciphex | dexlansoprazole | rabeprazole,all,True,False,logreg,logreg,verified_742,300,45,45,288,0,0,0,0.4,0.6666666666666666,1.0,0.7653606369886218,0.2,0.6666666666666666,1.0,0.7653606369886218,0.15,1.0,1.0,0.8826803184943108,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0054,doxycycline | prednisone | azithromycin | methylprednisolone | mometasone | epinephrine | ampicillin | budesonide | kenalog-40 | augmentin xr | triamcinolone | bactrim | medrol dosepak | sulfamethoxazole / trimethoprim | flunisolide | zithromax | ceftin | ceftibuten | cedax | singulair,prednisone | methylprednisolone,all,True,False,logreg,logreg,verified_742,300,290,300,180,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0053,doxycycline | prednisone | azithromycin | methylprednisolone | mometasone | epinephrine | ampicillin | budesonide | kenalog-40 | augmentin xr | triamcinolone | bactrim | medrol dosepak | sulfamethoxazole / trimethoprim | flunisolide | zithromax | ceftin | ceftibuten | cedax | singulair,prednisone | methylprednisolone,all,True,False,logreg,logreg,verified_742,300,130,300,295,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0058,doxycycline | lithium | chlorpromazine | clindamycin | coartem | divalproex sodium | allopurinol | daraprim | depakote er | artemether / lumefantrine | halofantrine | pyrimethamine | pyrimethamine / sulfadoxine | halfan | fansidar | stavzor | thorazine | depakote | hydroxychloroquine | doxy 100,doxycycline | clindamycin,all,True,False,logreg,logreg,verified_742,300,34,34,286,0,0,0,0.4,1.0,1.0,0.9060254355346823,0.2,1.0,1.0,0.9060254355346823,0.1,1.0,1.0,0.9060254355346823,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0030,prednisone | omalizumab | xolair | epinephrine | promethazine | triamcinolone | aristocort | cyproheptadine | phenergan | cromolyn | chlor-trimeton | chlorpheniramine | ranitidine | tetracaine | carbinoxamine | azelastine | doxycycline | olopatadine | methylprednisolone | azithromycin,prednisone | promethazine | cyproheptadine | methylprednisolone,all,True,False,logreg,logreg,verified_742,300,288,288,65,0,0,0,0.4,0.5,1.0,0.46794370703989013,0.3,0.75,1.0,0.6080643289562144,0.2,1.0,1.0,0.6765787902303598,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0051,doxycycline | prednisone | azithromycin | rocephin | methylprednisolone | ceftriaxone | mometasone | epinephrine | ampicillin | budesonide | kenalog-40 | propranolol | augmentin xr | triamcinolone | bactrim | medrol dosepak | sulfamethoxazole / trimethoprim | flunisolide | zithromax | ceftin,prednisone,all,True,False,logreg,logreg,verified_742,300,221,221,133,0,0,0,0.2,1.0,1.0,0.6309297535714575,0.1,1.0,1.0,0.6309297535714575,0.05,1.0,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0050,doxycycline | prednisone | azithromycin | rocephin | tudorza pressair | aclidinium | xopenex | methylprednisolone | omalizumab | ceftriaxone | mometasone | xolair | levalbuterol | primatene mist | accolate | intal inhaler | zafirlukast | guaifenesin | epinephrine | yupelri,prednisone,all,True,False,logreg,logreg,verified_742,300,221,221,300,0,0,0,0.2,1.0,1.0,0.6309297535714575,0.1,1.0,1.0,0.6309297535714575,0.05,1.0,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0055,gabapentin | amitriptyline | clonazepam | spironolactone | urea | cyproheptadine | prednisone | clonidine | klonopin | pregabalin | propranolol | rizatriptan | acetaminophen / phenyltoloxamine | nortriptyline | icosapent | vascepa | treximet | lamotrigine | naproxen / sumatriptan | topiramate,gabapentin | amitriptyline,all,True,False,logreg,logreg,verified_742,300,236,236,300,0,0,0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0059,doxycycline | prednisone | azithromycin | rocephin | ceftriaxone | sulfamethoxazole / trimethoprim | zithromax | ceftin | metronidazole | avelox | moxifloxacin | amoxicillin | dapsone | amoxil | zyvox | linezolid | amoxicillin / clavulanate | filgrastim | neupogen | methylprednisolone,prednisone,all,True,False,logreg,logreg,verified_742,300,198,198,157,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0057,aciphex | doxycycline | prednisone | rabeprazole | calcium carbonate / simethicone | prevacid | nexium 24hr | axid ar | prilosec otc | nizatidine | omeprazole / sodium bicarbonate | aluminum hydroxide / magnesium hydroxide / simethicone | mylanta | zegerid | pepcid ac chewable tablets | protonix iv | tagamet hb | di-gel | mylanta maximum strength | dexlansoprazole,prednisone,all,True,False,logreg,logreg,verified_742,300,280,300,237,0,0,0,0.2,1.0,1.0,0.5,0.1,1.0,1.0,0.5,0.05,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0042,prednisone | aristocort | triamcinolone | doxycycline | methylprednisolone | corticotropin | aspirin | deltasone | cyproheptadine | kenalog-40 | acthar | promethazine | diclofenac | loteprednol | lotemax | medrol dosepak | tramadol | stelara | acetaminophen / hydrocodone | enbrel,prednisone | triamcinolone | methylprednisolone,all,True,False,logreg,logreg,verified_742,300,278,300,257,0,0,0,0.6,1.0,1.0,0.8854598815714875,0.3,1.0,1.0,0.8854598815714875,0.15,1.0,1.0,0.8854598815714875,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0070,doxycycline | prednisone | methylprednisolone | azithromycin | ceftriaxone | rocephin | mometasone | epinephrine | budesonide | ampicillin | triamcinolone | kenalog-40 | medrol dosepak | augmentin xr | zithromax | ceftin | bactrim | ceftibuten | cedax | sulfamethoxazole / trimethoprim,prednisone,all,True,False,logreg,logreg,verified_742,300,221,221,104,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0068,prednisone | propranolol | clonidine | cyproheptadine | doxycycline | ephedrine | spironolactone | acetaminophen / phenyltoloxamine | acetaminophen / caffeine | methylprednisolone | azithromycin | caffeine | ceftriaxone | catapres | mometasone | epinephrine | pregabalin | ampicillin | phenylephrine | excedrin tension headache,prednisone | diltiazem,all,True,False,logreg,logreg,verified_742,300,68,124,211,0,0,0,0.2,0.5,1.0,0.6131471927654584,0.1,0.5,1.0,0.6131471927654584,0.05,0.5,1.0,0.6131471927654584,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0072,proctofoam | pramoxine | dibucaine | nupercainal | hydrocortisone | proctofoam hc | proctosol-hc | pramoxine / zinc oxide | tronolane anesthetic for hemorrhoids | hydrocortisone / pramoxine | analpram-hc | hydrocortisone / lidocaine | phenylephrine | lmx 5 | pramosone | lidocaine | phenylephrine / pramoxine | recticare | anucort-hc | anusol-hc suppositories,hydrocortisone | pramoxine | proctofoam,all,True,False,logreg,logreg,verified_742,22,20,20,22,0,0,0,0.6,1.0,1.0,0.9615980861491925,0.3,1.0,1.0,0.9615980861491925,0.15,1.0,1.0,0.9615980861491925,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0069,doxycycline | prednisone | aluminum chloride hexahydrate | methylprednisolone | triamcinolone | drysol | stelara | enbrel | ustekinumab | etanercept | gabapentin | amitriptyline | oxybutynin | hypercare | hydrocortisone | kenalog-40 | ibuprofen | naproxen | minocycline | adalimumab,prednisone | methylprednisolone | triamcinolone | naproxen,all,True,False,logreg,logreg,verified_742,300,287,287,103,0,0,0,0.6,0.75,1.0,0.5654495432396527,0.3,0.75,1.0,0.5654495432396527,0.2,1.0,1.0,0.6573484866083072,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0048,doxycycline | prednisone | aciphex | triamcinolone | rabeprazole | minocycline | calcium carbonate / simethicone | prevacid | axid ar | nexium 24hr | prilosec otc | aluminum hydroxide / magnesium hydroxide / simethicone | nizatidine | protonix iv | omeprazole / sodium bicarbonate | mylanta | tagamet hb | zegerid | moxifloxacin | dexamethasone,prednisone | triamcinolone | moxifloxacin | ciprofloxacin,all,True,False,logreg,logreg,verified_742,300,264,280,150,0,0,0,0.4,0.5,1.0,0.4144299250118475,0.2,0.5,1.0,0.4144299250118475,0.15,0.75,1.0,0.5047553634322374,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0066,diclofenac | tramadol | stelara | acetaminophen / hydrocodone | enbrel | ustekinumab | doxycycline | etanercept | prednisone | lortab | ketoprofen | norco | indomethacin | valdecoxib | voltaren | duloxetine | cataflam | cymbalta | naprelan | probenecid,diclofenac | tramadol,all,True,False,logreg,logreg,verified_742,273,255,255,273,0,0,0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0074,promethazine | prednisone | cyproheptadine | phenergan | chlor-trimeton | epinephrine | chlorpheniramine | ranitidine | triamcinolone | tetracaine | carbinoxamine | azelastine | olopatadine | diphenhydramine | benadryl | cetirizine | fexofenadine | zyrtec | allegra | semprex-d,promethazine | cyproheptadine,all,True,False,logreg,logreg,verified_742,300,253,300,152,0,0,0,0.4,1.0,1.0,0.9197207891481876,0.2,1.0,1.0,0.9197207891481876,0.1,1.0,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0076,diclofenac | tramadol | stelara | acetaminophen / hydrocodone | enbrel | ustekinumab | doxycycline | etanercept | prednisone | lortab | ketoprofen | norco | indomethacin | valdecoxib | voltaren | duloxetine | cataflam | cymbalta | naprelan | probenecid,diclofenac | tramadol | acetaminophen / hydrocodone,all,True,False,logreg,logreg,verified_742,273,255,255,273,0,0,0,0.6,1.0,1.0,0.9736505918364026,0.3,1.0,1.0,0.9736505918364026,0.15,1.0,1.0,0.9736505918364026,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0061,tretinoin | doxycycline | isotretinoin | accutane | minocycline | benzoyl peroxide / clindamycin | adapalene / benzoyl peroxide | epiduo | magnesium hydroxide | claravis | benzaclin | spironolactone | phillips' milk of magnesia | tetracycline | duac | retin-a | dapsone | aczone | clindamycin / tretinoin | pregabalin,tretinoin | doxycycline | minocycline,all,True,False,logreg,logreg,verified_742,300,280,300,282,0,0,0,0.6,1.0,1.0,0.956993457308443,0.3,1.0,1.0,0.956993457308443,0.15,1.0,1.0,0.956993457308443,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
